name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm
S. Lüscher,30,Switzerland,180,75,63,CAM,66,57,63,64,57,71,74,74,72,61,1.0,1.8
S. Masiello,32,Italy,175,71,63,LW,69,54,62,61,72,70,74,64,69,49,0.0,1.75
M. Kašćelan,31,Montenegro,178,73,63,CDM,67,43,53,50,63,81,89,74,60,49,1.0,1.78
Fary,39,Senegal,177,68,63,ST,46,64,52,58,27,55,31,65,56,57,1.0,1.77
P. Luccin,35,France,181,75,63,CDM,55,58,59,60,61,65,51,65,65,51,1.0,1.81
R. García,18,Mexico,173,55,63,RW,75,55,57,67,29,50,72,49,77,50,1.0,1.73
P. Piazzetta,26,Italy,170,62,63,CB,69,28,39,43,64,70,75,73,57,38,1.0,1.7
G. Nielsen,27,Faroe Islands,191,86,63,GK,54,62,60,48,63,70,32,70,48,25,1.0,1.91
A. Skjølsvik,27,Norway,174,73,63,CM,70,63,56,64,49,65,70,56,65,62,0.0,1.74
João Dias,27,Portugal,180,70,63,RB,68,41,56,57,64,67,73,66,67,44,1.0,1.8
C. Pagenburg,27,Cambodia,177,76,63,ST,69,62,46,63,32,65,60,69,69,44,1.0,1.77
J. Cardle,27,England,178,70,63,LW,79,56,58,66,28,60,80,59,80,64,1.0,1.78
T. Cornelisse,36,Netherlands,184,73,63,RB,37,45,61,56,66,64,44,72,38,57,1.0,1.84
E. Hanstveit,33,Norway,189,81,63,CB,47,50,62,55,64,71,74,73,42,58,0.0,1.89
B. Convey,31,United States,175,68,63,LW,66,56,61,65,54,56,59,52,70,57,0.0,1.75
A. Muri,33,Norway,192,92,63,CB,55,36,44,50,62,72,62,81,57,45,1.0,1.92
K. Vandenbergh,31,Belgium,179,73,63,ST,53,62,51,61,29,47,46,57,67,54,1.0,1.79
M. Essombé,26,Cameroon,186,83,63,ST,82,61,48,61,29,77,73,85,69,52,1.0,1.86
C. Mitchell,26,Trinidad and Tobago,187,79,63,CB,79,41,44,48,62,74,76,73,48,43,1.0,1.87
A. Vacca,25,Colombia,176,70,63,LB,70,52,62,60,59,69,74,68,73,56,0.0,1.76
A. García,20,Mexico,171,62,63,RW,79,59,53,69,28,52,61,56,86,55,1.0,1.71
E. Alic,22,Montenegro,189,82,63,CB,54,34,48,43,64,63,37,78,55,50,1.0,1.89
Adán Pérez,24,Spain,180,76,63,CAM,64,64,60,62,57,66,67,66,58,63,1.0,1.8
N. Yılmaz,26,Turkey,188,76,63,GK,55,61,60,33,64,67,51,67,33,25,1.0,1.88
D. Mbala,21,Congo DR,175,70,63,RW,83,55,54,68,23,44,55,42,83,55,1.0,1.75
J. Rowell,24,England,179,78,63,CDM,60,60,65,66,57,66,69,63,65,63,1.0,1.79
J. Deckers,25,Netherlands,193,83,63,GK,58,63,66,46,65,64,44,64,46,25,1.0,1.93
T. Bowen,23,United States,180,77,63,ST,79,62,58,66,42,61,66,58,74,47,1.0,1.8
S. Sène,27,France,190,83,63,ST,67,64,58,64,28,64,61,66,71,59,0.0,1.9
K. Lappe,26,Germany,175,77,63,ST,67,62,50,63,30,57,54,62,75,36,1.0,1.75
A. Salami,26,Nigeria,172,65,63,CDM,70,44,57,63,60,72,86,66,82,70,1.0,1.72
Alex Arias,25,Spain,169,69,63,CAM,70,62,63,59,43,53,58,45,58,65,1.0,1.69
M. Mirabaje,25,Uruguay,179,79,63,CM,69,59,65,68,47,61,44,77,55,58,0.0,1.79
Y. Wachter,22,France,177,65,63,CB,69,31,42,46,65,58,64,54,63,28,1.0,1.77
A. Arreguín,21,Mexico,178,73,63,LB,72,48,60,66,60,65,72,65,72,53,0.0,1.78
M. Sanhueza,22,Chile,181,81,63,RB,79,28,43,52,66,69,72,70,63,30,1.0,1.81
E. Puchetta,22,Argentina,170,64,63,RW,82,57,54,70,26,47,72,38,84,60,1.0,1.7
Adilson,26,Portugal,180,78,63,ST,61,65,49,65,29,54,55,60,67,57,1.0,1.8
C. Djeugoue,21,Cameroon,184,78,63,CB,75,27,30,47,62,74,79,77,54,22,1.0,1.84
Mica,21,Portugal,171,67,63,CAM,66,59,60,65,38,58,69,48,82,71,1.0,1.71
Z. Laczkó,27,Hungary,184,80,63,LB,68,40,61,59,60,71,77,69,62,49,0.0,1.84
W. Corstjens,27,Belgium,187,79,63,LB,56,36,55,58,64,69,65,72,59,47,0.0,1.87
E. Solís,27,Mexico,172,73,63,LB,65,58,60,66,62,70,67,70,65,62,0.0,1.72
R. Meulens,26,Curacao,184,77,63,RW,86,62,52,65,22,60,65,62,79,57,1.0,1.84
T. Bosmel,26,France,184,75,63,GK,50,63,65,37,65,23,23,23,37,20,1.0,1.84
M. El-Gabas,26,Egypt,178,70,63,LW,77,60,58,65,29,67,63,73,78,53,1.0,1.78
S. McCarthy,25,United States,195,84,63,CB,54,55,54,57,63,67,60,70,65,59,1.0,1.95
B. Schuler,24,United States,180,77,63,ST,81,60,39,63,31,61,57,59,71,46,1.0,1.8
Antuñez,25,Venezuela,184,81,63,CB,49,32,48,39,61,74,58,83,31,50,0.0,1.84
U. Anyora,23,Nigeria,183,80,63,CM,69,60,62,66,58,73,77,72,63,57,1.0,1.83
Júlio Alves,23,Portugal,181,71,63,CM,64,53,60,64,57,69,72,67,63,64,1.0,1.81
A. Raimondi,24,Italy,172,59,63,ST,93,61,50,71,26,52,61,47,91,40,1.0,1.72
Ö. Sokullu,25,Turkey,175,64,63,LW,70,58,62,64,40,55,69,49,69,53,0.0,1.75
N. Sinkala,23,Zambia,175,74,63,CDM,71,32,56,61,65,63,73,56,63,37,1.0,1.75
A. Castro,23,Costa Rica,179,85,63,ST,75,63,55,66,31,59,74,58,70,56,1.0,1.79
Diego García,24,Spain,190,81,63,GK,54,56,54,57,65,41,22,41,57,25,1.0,1.9
Kang Soo Il,26,Korea Republic,183,70,63,ST,90,52,56,70,32,77,80,77,82,66,1.0,1.83
J. Parpeix,24,France,180,74,63,CDM,61,45,59,56,62,69,80,66,67,63,1.0,1.8
T. Al Dosari,25,Saudi Arabia,168,65,63,LW,73,57,59,71,30,52,72,42,86,55,0.0,1.68
Jaime Poulson,25,Portugal,184,75,63,ST,67,64,48,63,28,54,65,58,70,46,1.0,1.84
Elton,25,Brazil,171,74,63,LW,82,60,57,68,30,67,63,72,81,47,0.0,1.71
Hwang Do Yeon,23,Korea Republic,183,72,63,CB,76,35,49,53,59,76,78,79,74,45,0.0,1.83
Juanito,26,Spain,183,75,63,CB,64,30,51,49,60,71,73,67,60,52,1.0,1.83
S. Hmood,24,Saudi Arabia,176,78,63,ST,72,63,50,60,36,71,79,71,56,48,1.0,1.76
Octávio,20,Brazil,186,81,63,CAM,68,54,61,65,44,58,57,57,58,60,1.0,1.86
Ricardo Alves,21,Portugal,184,80,63,CDM,63,54,58,61,61,68,67,70,60,60,0.0,1.84
N. Ioannidis,20,Greece,188,79,63,ST,70,61,50,62,27,73,72,78,62,52,1.0,1.88
W. Van Tricht,20,Belgium,173,64,63,CM,72,59,61,65,47,61,69,59,74,63,1.0,1.73
C. Torres,19,Argentina,174,66,63,CAM,71,55,64,66,36,48,48,47,71,64,1.0,1.74
Álvaro Tierno,21,Spain,178,67,63,CM,66,57,66,65,42,61,67,65,71,71,0.0,1.78
W. Packwood,21,United States,191,80,63,CB,72,51,52,49,62,71,71,75,54,44,1.0,1.91
J. Mosquera,26,Colombia,192,81,63,ST,63,62,52,62,27,66,73,76,55,50,1.0,1.92
Toti,26,Spain,174,72,63,RW,82,57,55,70,32,59,65,59,79,55,0.0,1.74
A. Filkor,25,Hungary,183,78,63,CM,69,50,63,63,52,71,85,67,66,62,0.0,1.83
Santamaría,26,Spain,188,75,63,CB,58,26,41,37,64,72,65,76,56,33,1.0,1.88
A. Zahirović,24,Bosnia and Herzegovina,178,72,63,CDM,58,37,52,53,67,71,72,67,65,39,1.0,1.78
D. Schloffer,22,Austria,170,66,63,RW,76,55,58,64,27,55,78,50,91,57,1.0,1.7
Cristobal,22,Spain,171,62,63,CAM,66,55,60,68,26,56,60,59,75,64,1.0,1.71
D. Calvo,23,Costa Rica,178,76,63,LW,77,55,56,68,27,57,68,57,72,62,1.0,1.78
R. Aydin,24,Turkey,179,75,63,CAM,65,60,62,65,54,59,63,57,57,58,1.0,1.79
Andrezinho,26,Portugal,174,64,63,RW,72,52,62,66,30,39,55,34,78,60,1.0,1.74
A. Maroša,28,Slovenia,178,79,63,ST,71,61,42,62,22,58,59,66,66,46,1.0,1.78
A. Răuță,30,Romania,177,74,63,CDM,53,35,50,49,61,76,69,74,51,51,1.0,1.77
J. Streutker,21,Netherlands,196,75,63,CB,64,40,50,55,63,63,53,68,62,47,1.0,1.96
N. Eccleston,23,England,178,75,63,ST,75,63,50,66,29,60,65,58,82,53,1.0,1.78
A. Angeli,23,Belgium,183,77,63,CAM,63,61,62,64,59,68,73,69,64,64,1.0,1.83
J. Leverón,24,Honduras,180,75,63,CB,66,48,59,63,64,64,68,66,57,57,0.0,1.8
B. Martignoni,21,Switzerland,180,77,63,LB,72,43,57,60,62,65,75,63,73,49,1.0,1.8
S. Bibilov,23,Russia,179,68,63,LW,76,60,61,62,46,68,69,61,73,51,1.0,1.79
D. Escalante,23,Argentina,188,90,63,ST,66,68,36,55,26,67,56,79,56,41,1.0,1.88
P. Burzio,21,Argentina,180,72,63,ST,60,62,45,63,28,58,44,71,66,47,1.0,1.8
Grilo,22,Portugal,177,72,63,LB,70,42,64,67,60,65,73,64,65,65,0.0,1.77
M. Velardi,26,Italy,185,74,63,RW,69,46,58,63,50,67,74,67,60,55,1.0,1.85
A. Molina,25,Mexico,177,67,63,CB,39,42,45,60,63,64,46,71,58,50,0.0,1.77
F. Fyvie,21,Scotland,172,60,63,CM,70,53,64,64,56,62,69,60,72,66,1.0,1.72
M. Piredda,20,Italy,170,68,63,CAM,67,54,64,70,34,40,33,33,74,59,1.0,1.7
L. Melo,30,Venezuela,170,70,63,CDM,75,57,57,61,59,67,66,70,58,62,1.0,1.7
E. Orzusa,32,Paraguay,173,73,63,CM,55,53,58,63,54,66,62,70,66,70,1.0,1.73
E. Duarte,28,Paraguay,166,74,63,RB,68,38,48,49,58,56,70,49,60,33,1.0,1.66
B. Kieliba,31,Poland,188,86,63,CB,33,30,44,37,64,66,31,83,32,37,1.0,1.88
A. Burbano,28,Ecuador,176,78,63,RB,80,52,57,59,58,57,65,56,80,50,1.0,1.76
J. Alfonso,32,Paraguay,180,75,63,GK,43,60,60,29,63,46,19,46,29,21,1.0,1.8
N. Makhubela,28,South Africa,166,57,63,RW,72,68,55,67,39,51,67,45,71,62,1.0,1.66
K. Ogawa,29,Japan,170,65,63,RW,72,62,59,64,46,60,74,56,78,57,1.0,1.7
D. Rodríguez,38,Venezuela,175,74,63,RB,68,47,56,58,61,60,63,60,65,48,1.0,1.75
J. Carrasquel,29,Venezuela,180,77,63,CAM,66,62,63,63,57,60,61,59,63,65,1.0,1.8
J. Manzanilla,28,Venezuela,180,78,63,CB,59,40,42,45,63,67,61,70,55,35,0.0,1.8
N. Cainelli,27,Argentina,178,75,63,RW,78,55,60,61,32,52,64,55,66,59,1.0,1.78
A. Temanfo,29,France,183,82,63,RB,64,32,55,58,62,63,60,66,52,52,1.0,1.83
M. Thomann,28,Germany,182,80,63,LW,75,60,60,63,35,67,67,73,74,58,1.0,1.82
R. Zietarski,29,Poland,185,78,63,CDM,65,48,51,55,62,77,82,78,66,50,1.0,1.85
G. Loiacono,30,Italy,182,77,63,CB,61,30,51,52,63,69,74,64,43,35,1.0,1.82
A. Okosun,28,Denmark,197,85,63,CM,35,55,58,61,59,83,80,91,37,60,1.0,1.97
F. Herzenbruch,29,Germany,184,85,63,CB,55,41,51,43,61,73,63,82,55,37,1.0,1.84
D. Gomis,29,Guinea Bissau,173,68,63,LW,70,59,62,62,38,51,45,58,67,59,1.0,1.73
T. Kallevåg,28,Norway,178,73,63,RW,73,55,57,64,35,61,72,58,71,55,1.0,1.78
F. Purece,30,Romania,182,73,63,CM,64,63,66,65,42,60,68,58,73,68,0.0,1.82
H. Rashidi,27,Sweden,175,69,63,RB,77,56,58,63,58,60,66,59,70,61,1.0,1.75
J. Vázquez,27,Argentina,183,77,63,LW,74,61,58,63,53,58,55,67,73,55,1.0,1.83
M. de Iriondo,29,Argentina,179,75,63,CDM,66,54,56,59,61,76,84,78,76,51,1.0,1.79
V. Rîmniceanu,32,Romania,185,90,63,GK,51,64,66,45,62,44,32,44,45,41,1.0,1.85
D. Rusu,31,Moldova,181,76,63,GK,42,61,61,38,62,51,25,51,38,49,1.0,1.81
K. Holzweiler,27,Germany,164,60,63,RW,86,56,54,69,24,42,62,31,90,57,1.0,1.64
A. Buziuc,28,Romania,175,76,63,LW,74,60,58,64,36,65,73,68,73,61,1.0,1.75
F. Miesenböck,28,Austria,175,65,63,LW,69,59,60,65,56,47,64,33,82,60,0.0,1.75
K. Al Khathlan,25,Saudi Arabia,175,70,63,LB,73,28,52,55,57,60,79,53,59,48,0.0,1.75
C. Villagra,33,Paraguay,180,76,63,ST,81,62,56,61,31,64,74,70,57,59,0.0,1.8
G. Enache,31,Romania,178,73,63,RB,72,60,62,61,59,64,62,66,70,59,1.0,1.78
J. Zampiery,32,Bolivia,171,68,63,RB,59,33,55,51,60,54,83,41,52,35,1.0,1.71
E. Nielsen,28,Denmark,175,73,63,ST,88,57,53,66,37,70,67,68,84,56,1.0,1.75
O. Fisher,30,Jamaica,175,70,63,RB,73,36,56,66,61,59,53,57,79,50,1.0,1.75
Hélder Tavares,32,Cape Verde Islands,178,74,63,CDM,52,55,58,60,61,67,72,65,67,59,1.0,1.78
M. George,28,Costa Rica,189,89,63,ST,82,58,46,60,28,74,60,83,65,42,1.0,1.89
M. Akan,27,Turkey,181,75,63,LB,66,37,48,63,64,59,60,58,66,36,0.0,1.81
Wellington,32,Brazil,190,88,63,CM,57,63,56,59,60,79,77,84,43,60,1.0,1.9
A. Berzel,30,Germany,184,79,63,CB,69,51,52,50,61,75,80,74,65,58,1.0,1.84
Li Hang,32,China PR,182,77,63,CM,68,61,65,60,58,71,80,71,66,63,1.0,1.82
E. Brenden,28,Norway,180,72,63,CM,76,56,60,67,56,66,77,63,79,61,1.0,1.8
S. Skålevik,29,Norway,180,75,63,ST,72,62,52,62,26,61,62,61,60,54,1.0,1.8
D. Vega,29,Costa Rica,178,71,63,LW,79,60,56,65,34,53,63,54,77,57,0.0,1.78
Dillson Teixeiro,26,Brazil,180,74,63,ST,67,59,50,65,37,69,70,66,68,53,1.0,1.8
M. Kleinsorge,26,Germany,170,69,63,RW,81,56,54,67,28,55,72,49,91,53,1.0,1.7
T. Schwede,28,Germany,182,73,63,LB,77,53,58,64,52,64,74,64,77,58,0.0,1.82
J. Hessenthaler,28,England,176,64,63,CM,65,54,62,64,60,72,88,64,73,60,1.0,1.76
F. Saavedra,36,Chile,174,82,63,CM,59,43,65,64,62,71,69,77,57,69,1.0,1.74
F. Martin,32,France,180,84,63,CM,59,67,67,66,52,58,33,70,68,66,0.0,1.8
J. Blanco,35,Argentina,186,70,63,CDM,54,48,61,56,59,67,58,70,55,64,1.0,1.86
P. Zulechner,32,Austria,182,79,63,ST,66,62,53,60,31,63,58,72,65,59,1.0,1.82
D. Pavičić,28,Croatia,178,76,63,CM,63,54,62,64,52,57,45,59,55,66,1.0,1.78
A. Sušac,33,Croatia,185,80,63,CB,34,37,35,44,65,68,54,77,45,37,1.0,1.85
C. Kyriakou,32,Cyprus,176,75,63,RB,67,31,55,57,59,74,72,75,51,51,1.0,1.76
J. Chianese,32,Australia,176,75,63,CAM,77,60,59,65,36,62,72,71,71,60,1.0,1.76
P. Lipski,28,Poland,186,82,63,CM,65,61,63,64,44,61,68,60,69,61,1.0,1.86
M. Jakóbowski,29,Poland,170,65,63,LW,81,56,58,62,33,51,72,48,70,59,0.0,1.7
M. Al Saiari,29,Saudi Arabia,182,80,63,ST,69,61,54,60,36,74,64,74,65,44,1.0,1.82
Ryu Seung Woo,28,Korea Republic,172,68,63,LW,78,56,57,67,41,47,65,34,89,57,1.0,1.72
S. Križman,32,Croatia,179,74,63,ST,81,61,58,62,30,59,52,65,60,56,1.0,1.79
Kim Sang Won,30,Korea Republic,176,69,63,LB,76,52,59,62,56,62,71,57,75,59,0.0,1.76
N. Anderton,26,England,188,79,63,LB,66,44,54,57,59,72,73,75,58,52,0.0,1.88
A. Oggesen,28,Denmark,173,71,63,CM,76,54,61,69,52,62,71,56,80,62,1.0,1.73
C. Irobiso,29,Nigeria,190,84,63,ST,67,62,47,57,41,77,64,86,48,48,1.0,1.9
A. Blomqvist,30,Sweden,182,70,63,CM,58,65,68,63,49,61,60,63,68,68,1.0,1.82
A. Frączczak,34,Poland,180,76,63,ST,63,63,56,58,58,71,65,76,65,57,1.0,1.8
P. Erhardt,28,Austria,185,69,63,CDM,46,42,53,61,62,71,70,71,66,48,1.0,1.85
P. Möschl,29,Austria,173,68,63,RW,80,47,59,64,50,54,60,50,79,58,1.0,1.73
A. Al Jebreen,32,Saudi Arabia,178,73,63,CDM,39,58,62,60,62,68,46,80,52,60,1.0,1.78
M. Abusabaan,32,Saudi Arabia,180,75,63,CDM,64,54,61,63,58,72,67,71,70,60,1.0,1.8
L. Moult,30,England,183,85,63,ST,45,64,51,63,38,62,33,74,66,49,1.0,1.83
T. Lindenhahn,31,Germany,177,79,63,RW,74,59,60,65,59,69,69,64,78,57,1.0,1.77
S. Amro,32,Saudi Arabia,175,72,63,LB,71,47,60,55,57,69,74,69,68,58,0.0,1.75
B. King,28,Scotland,176,68,63,CAM,74,60,59,64,25,60,69,66,78,65,1.0,1.76
R. Šimović,31,Sweden,199,93,63,ST,39,65,53,53,32,71,52,91,32,55,1.0,1.99
T. Jurić,30,Australia,191,85,63,ST,65,64,53,60,39,71,50,85,58,52,1.0,1.91
D. Ferguson,28,England,178,76,63,LB,74,45,56,60,54,69,90,58,78,57,0.0,1.78
A. Barrios,30,Chile,185,78,63,CDM,68,47,56,56,64,74,74,81,62,42,1.0,1.85
W. Evseev,30,Germany,177,73,63,CM,71,57,62,67,56,61,74,58,81,63,0.0,1.77
O. Halvorsen,34,Norway,178,77,63,RW,64,58,59,65,55,69,75,65,70,59,1.0,1.78
J. Keohane,31,Republic of Ireland,180,72,63,LB,74,54,55,59,57,68,81,68,68,54,1.0,1.8
K. Holmberg,29,Sweden,185,73,63,ST,66,59,55,63,42,74,81,71,71,63,1.0,1.85
M. Haakenstad,28,Norway,183,73,63,RB,80,49,52,58,56,72,77,71,64,49,1.0,1.83
L. Palun,33,Gabon,184,73,63,RB,66,48,57,56,61,71,72,71,62,55,1.0,1.84
J. Mendes,31,Guinea Bissau,186,80,63,ST,71,63,52,60,36,76,73,86,62,51,1.0,1.86
H. Kryeziu,29,Kosovo,181,75,63,CDM,67,57,60,63,60,68,70,69,76,63,1.0,1.81
F. Sears,32,England,170,75,63,ST,73,63,59,67,38,64,81,55,88,60,1.0,1.7
A. Pierre,29,Grenada,185,88,63,CB,65,37,46,49,61,80,77,90,51,47,0.0,1.85
C. Dibon,31,Austria,183,79,63,CB,44,33,51,49,64,56,34,60,45,59,1.0,1.83
D. McGowan,30,Australia,186,80,63,CB,36,44,50,54,61,76,76,80,55,37,1.0,1.86
Lee Bum Soo,31,Korea Republic,190,84,63,GK,62,59,58,44,62,64,23,64,44,67,1.0,1.9
L. O'Neil,28,England,183,80,63,CDM,61,54,59,61,59,73,78,72,64,63,1.0,1.83
M. Lebedyński,31,Poland,185,80,63,ST,55,62,52,61,44,73,66,85,57,58,1.0,1.85
D. Samuel,28,England,182,89,63,ST,75,62,52,62,38,71,68,76,64,51,1.0,1.82
M. Davidson,34,Scotland,183,69,63,CM,48,58,59,63,64,80,81,75,66,58,1.0,1.83
E. Cebotaru,37,Moldova,181,77,63,CDM,42,53,61,60,63,58,36,64,66,58,1.0,1.81
S. Yatabaré,33,Mali,190,83,63,CM,47,55,62,60,62,72,60,76,39,62,1.0,1.9
M. Daushvili,33,Georgia,176,72,63,CDM,61,35,58,55,58,59,68,56,72,54,1.0,1.76
H. Mulder,35,Netherlands,180,76,63,CB,33,55,60,58,62,62,31,72,40,62,1.0,1.8
O. Lee,30,England,181,80,63,CM,54,63,65,64,51,66,71,67,59,64,1.0,1.81
J. Kotzke,32,Germany,184,81,63,CDM,51,46,56,55,62,72,70,75,64,56,1.0,1.84
T. Coremans,31,Netherlands,186,75,63,GK,50,62,62,35,62,63,30,63,35,23,1.0,1.86
A. Jaakkola,35,Finland,195,88,63,GK,58,61,60,50,63,64,29,64,50,52,1.0,1.95
S. Winnall,31,England,175,71,63,ST,64,64,50,64,23,56,39,62,79,53,1.0,1.75
M. Delač,29,Croatia,190,80,63,GK,50,60,60,40,65,72,30,72,40,31,1.0,1.9
S. Bertram,31,Germany,183,82,63,RW,74,63,60,64,40,62,72,66,73,60,0.0,1.83
K. Appiah,31,Ghana,180,80,63,ST,79,61,51,63,35,69,77,70,79,46,1.0,1.8
G. Francomb,30,England,181,73,63,RB,60,56,61,59,57,70,76,68,63,55,1.0,1.81
A. Andersson,31,Sweden,192,89,63,GK,46,60,57,38,63,66,32,66,38,30,1.0,1.92
C. Warner,34,United States,178,80,63,CM,57,61,61,65,61,70,63,71,68,62,1.0,1.78
A. Robic,36,France,181,73,63,RW,68,58,60,63,40,65,67,69,74,65,1.0,1.81
B. Knighton,37,United States,188,82,63,GK,56,62,64,39,63,64,21,64,39,42,1.0,1.88
Wang Yongpo,35,China PR,176,78,63,CM,69,65,66,65,54,67,71,66,71,69,1.0,1.76
Zhang Lu,34,China PR,192,85,63,GK,62,66,70,56,64,65,37,65,56,45,1.0,1.92
N. Featherstone,33,England,170,71,63,CDM,47,59,62,62,58,70,83,70,61,62,1.0,1.7
R. Vikstøl,33,Norway,185,79,63,LB,59,47,54,60,60,69,72,68,61,55,0.0,1.85
G. Pinedo,34,Bolivia,172,73,63,ST,66,64,49,61,22,53,54,62,64,44,1.0,1.72
K. Watson,32,Scotland,184,78,63,CB,43,48,57,57,63,68,60,74,61,53,1.0,1.84
R. Tsouka,27,Congo,181,74,63,RB,82,29,50,55,59,74,78,82,60,40,1.0,1.81
J. Rooney,31,England,178,76,63,CAM,68,61,60,64,50,70,82,67,70,63,1.0,1.78
S. Matuszek,33,Poland,185,83,63,CDM,32,44,48,52,64,75,73,74,46,45,1.0,1.85
K. Tokstad,30,Norway,185,84,63,RW,79,60,59,64,47,75,86,74,71,61,1.0,1.85
F. Kastrati,30,Kosovo,180,77,63,ST,78,60,52,62,40,75,72,71,75,56,1.0,1.8
A. DeLaGarza,34,Guam,175,68,63,RB,60,48,61,60,63,69,63,70,63,56,1.0,1.75
S. Rafn,30,Norway,172,70,63,RB,76,48,60,62,56,64,73,58,76,60,1.0,1.72
T. Björkström,31,Sweden,181,79,63,CB,64,38,55,56,61,70,69,72,62,49,1.0,1.81
A. Ivanov,26,Bulgaria,170,70,63,CM,67,59,65,67,50,61,65,59,74,65,0.0,1.7
L. Bury,26,France,184,77,63,LB,72,30,49,62,61,70,76,69,68,45,1.0,1.84
Diogo Silva,27,Brazil,188,83,63,CB,52,33,38,50,64,61,34,74,54,29,1.0,1.88
M. Celis,26,Venezuela,190,79,63,ST,67,65,47,59,25,57,57,60,67,46,1.0,1.9
K. Kaissis,25,Germany,170,65,63,CAM,77,58,57,69,34,60,64,54,90,63,1.0,1.7
Bruno Almeida,25,Portugal,172,66,63,LW,78,55,61,67,25,44,54,40,83,61,0.0,1.72
M. Roman,37,Romania,173,70,63,RW,65,61,65,62,50,55,34,63,70,62,1.0,1.73
M. Haarup,26,Denmark,178,72,63,LB,80,45,54,63,57,67,72,64,76,52,1.0,1.78
J. Perch,36,England,180,80,63,CB,48,48,56,58,62,66,53,70,57,51,1.0,1.8
J. Lynch,34,Wales,185,81,63,CB,37,42,52,48,62,69,38,85,42,56,0.0,1.85
O. Hoban,39,Romania,183,83,63,CDM,37,57,60,57,65,61,34,73,50,61,1.0,1.83
C. Skuse,36,England,185,72,63,CDM,35,52,59,57,62,68,71,69,61,54,1.0,1.85
M. Defendi,36,Italy,176,73,63,CM,74,57,63,67,55,63,74,58,78,59,1.0,1.76
J. Kiełb,34,Poland,183,70,63,LW,66,64,59,64,40,67,61,73,75,58,1.0,1.83
J. Mousinho,36,England,186,79,63,CB,34,52,57,56,62,64,32,77,51,60,1.0,1.86
D. Olsson,27,Sweden,181,75,63,LB,74,54,55,59,57,67,78,64,72,49,0.0,1.81
P. Azogue,27,Bolivia,177,76,63,CDM,56,52,57,60,61,66,71,70,62,65,1.0,1.77
J. Wrąbel,26,Poland,196,87,63,GK,54,59,55,35,62,56,39,56,35,37,1.0,1.96
L. Zanotti,28,Italy,185,80,63,GK,55,56,54,42,65,57,21,57,42,25,1.0,1.85
F. Palacios Martínez,27,Spain,170,69,63,CAM,69,61,54,72,31,44,60,31,90,56,1.0,1.7
L. Zarandia,26,Georgia,178,74,63,RW,75,60,56,68,39,60,48,69,71,59,0.0,1.78
H. Konaté,27,Côte d'Ivoire,182,77,63,GK,60,62,62,55,62,57,22,57,55,38,1.0,1.82
B. Karamoko,27,Côte d'Ivoire,187,77,63,CB,37,29,39,40,63,73,54,85,43,29,1.0,1.87
S. Rebagliati,25,Peru,185,78,63,ST,63,65,53,62,38,62,70,70,70,45,0.0,1.85
T. Rodríguez,26,Chile,183,76,63,RW,69,53,57,67,43,65,52,73,64,56,1.0,1.83
C. Waters,26,Scotland,173,72,63,LB,71,28,53,60,57,62,75,59,73,51,0.0,1.73
B. Mason,24,England,173,70,63,LB,79,40,57,64,60,59,53,53,79,55,0.0,1.73
F. Weber,27,Germany,185,82,63,CB,67,31,44,43,61,74,68,76,62,35,1.0,1.85
M. Niemeyer,26,Germany,178,71,63,LB,80,56,58,68,52,59,73,58,78,57,0.0,1.78
M. Kolar,27,Croatia,185,77,63,ST,74,61,51,64,22,66,71,74,64,49,1.0,1.85
S. Paintsil,26,Ghana,167,66,63,LW,85,56,56,66,28,54,53,58,86,52,1.0,1.67
D. Mesenhöler,26,Germany,187,83,63,GK,56,60,56,34,62,63,33,63,34,15,1.0,1.87
E. Ersu,28,Turkey,195,92,63,GK,52,60,60,23,64,68,26,68,23,41,1.0,1.95
C. Cooke,25,England,172,72,63,CAM,64,56,60,67,50,60,76,63,74,63,1.0,1.72
B. Vaštšuk,26,Estonia,185,78,63,CAM,77,62,58,65,23,51,58,54,57,60,1.0,1.85
M. Kiilerich,26,Denmark,188,82,63,CB,61,31,44,43,62,72,64,79,53,32,1.0,1.88
B. Nkololo,25,France,186,75,63,RW,79,57,57,62,30,57,51,65,62,61,0.0,1.86
D. Cancola,25,Austria,183,73,63,CDM,63,40,57,59,61,65,69,65,57,61,1.0,1.83
M. Bleve,26,Italy,184,84,63,GK,42,63,62,24,64,53,28,53,24,53,1.0,1.84
T. Lartey Sanniez,25,Netherlands,174,76,63,RB,74,47,51,60,59,68,62,68,70,39,1.0,1.74
O. Steurer,27,Germany,191,91,63,CB,64,34,49,46,61,74,59,87,36,40,0.0,1.91
P. Ayongo,25,Ghana,178,64,63,ST,73,62,49,68,18,56,82,51,74,53,1.0,1.78
C. Obando,26,Ecuador,178,78,63,RB,65,39,51,51,62,67,70,70,55,33,1.0,1.78
R. Sappinen,26,Estonia,177,73,63,ST,57,62,46,62,20,55,49,64,60,43,1.0,1.77
Ø. Øvretveit,28,Norway,193,85,63,GK,53,60,58,45,64,62,35,62,45,40,1.0,1.93
A. Ludwig,29,Denmark,184,85,63,CB,54,39,54,56,61,70,60,76,56,35,0.0,1.84
L. Raeder,28,Germany,194,89,63,GK,48,62,62,30,63,77,37,77,30,52,1.0,1.94
