name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm,position_encoded
F. Azeez,22,England,181,69,65,RW,81,64,61,65,33,64,57,69,69,54,0.0,1.81,9
K. Sibo,25,Ghana,182,72,65,CDM,66,53,56,58,64,75,80,76,61,49,1.0,1.82,2
M. Bertagnoli,24,Italy,178,69,65,CM,68,57,65,67,59,59,70,54,66,63,1.0,1.78,4
A. Kızıldağ,24,Turkey,187,77,65,CB,62,37,48,51,68,66,65,64,55,39,1.0,1.87,1
S. Loric,22,France,183,73,65,LB,68,33,52,62,63,58,59,56,64,46,0.0,1.83,6
G. Magnée,23,Belgium,175,67,65,CDM,68,52,61,68,61,64,70,58,68,60,1.0,1.75,2
Lee Gwang Yeon,23,Korea Republic,184,85,65,GK,48,58,58,37,68,64,26,64,37,33,1.0,1.84,5
A. Lebeau,23,France,175,69,65,CAM,76,57,63,69,47,51,52,47,83,66,1.0,1.75,0
B. De Keersmaecker,23,Belgium,182,75,65,CDM,74,53,60,65,58,71,73,68,72,62,1.0,1.82,2
P. Bjur,23,Denmark,180,78,65,CM,81,60,64,70,60,64,67,61,79,63,0.0,1.8,4
T. Klysner,21,Denmark,183,78,65,RW,80,56,57,67,49,70,74,68,75,57,1.0,1.83,9
J. Cuesta,21,Colombia,174,79,65,LW,76,62,56,71,37,42,65,29,82,56,1.0,1.74,7
T. Ostrák,23,Czech Republic,176,75,65,RW,62,56,63,72,52,61,64,64,83,60,1.0,1.76,9
R. Negru,24,Romania,168,68,65,RB,80,39,54,60,59,67,81,60,85,45,1.0,1.68,8
D. Ciobotariu,25,Romania,184,79,65,CB,69,24,46,49,64,74,71,77,63,30,1.0,1.84,1
L. Sibley,21,England,180,74,65,CAM,64,60,62,67,57,64,67,59,70,66,0.0,1.8,0
Y. Malede,23,Israel,189,79,65,ST,69,64,58,68,20,66,62,72,70,60,1.0,1.89,10
J. Cuéllar,23,Bolivia,182,78,65,GK,46,62,61,38,64,50,17,50,38,55,0.0,1.82,5
C. Offor,23,Nigeria,191,84,65,ST,84,62,48,57,34,81,74,86,53,54,1.0,1.91,10
E. Canpolat,22,Turkey,194,85,65,GK,46,62,61,33,65,61,28,61,33,33,1.0,1.94,5
D. van den Berg,23,Netherlands,185,75,65,LW,74,56,61,66,56,70,73,72,69,64,0.0,1.85,7
O. Blomberg,23,Norway,177,71,65,RW,76,55,61,67,59,68,77,64,73,62,1.0,1.77,9
L. Sulzbacher,23,Austria,171,63,65,CM,78,51,62,67,61,64,81,56,78,62,1.0,1.71,4
E. Bristow,21,England,188,68,65,LB,82,38,56,59,57,71,90,70,56,53,0.0,1.88,6
V. Besuijen,22,Netherlands,169,62,65,CAM,85,59,58,67,18,47,71,39,82,63,1.0,1.69,0
Leandro Sanca,23,Portugal,184,76,65,RW,77,58,59,67,30,48,36,58,69,62,1.0,1.84,9
K. Kruk,23,Poland,185,79,65,CB,60,43,43,45,65,72,69,75,63,32,1.0,1.85,1
J. Quinteros,22,Bolivia,180,78,65,CB,64,26,41,53,66,69,68,69,51,32,0.0,1.8,1
M. Pineda,25,United States,185,78,65,CDM,50,31,48,58,66,70,72,72,45,42,1.0,1.85,2
R. Amarilla,23,Paraguay,167,63,65,RW,77,56,58,66,35,47,56,46,68,60,1.0,1.67,9
Y. Oukili,22,Morocco,187,88,65,CM,63,55,61,65,54,72,79,76,56,66,1.0,1.87,4
Z. Görgen,23,Turkey,189,79,65,GK,46,61,60,34,66,63,28,63,34,39,1.0,1.89,5
S. Zakaria,24,Qatar,189,86,65,GK,44,58,56,39,64,65,23,65,39,23,1.0,1.89,5
N. Žugelj,23,Slovenia,189,80,65,RW,81,57,58,67,24,58,59,59,75,61,0.0,1.89,9
Léo Borges,22,Brazil,179,74,65,LB,72,45,62,62,59,66,70,67,66,59,0.0,1.79,6
Vilarrasa,23,Spain,183,81,65,LB,67,36,49,57,67,66,66,67,65,37,0.0,1.83,6
Théo Fonseca,23,Portugal,178,75,65,ST,78,66,56,66,22,57,68,57,63,56,1.0,1.78,10
O. El Azzouzi,22,Netherlands,189,75,65,CDM,54,44,59,66,61,65,70,65,56,48,1.0,1.89,2
E. Addo,23,Ghana,180,73,65,CDM,69,63,60,68,57,70,71,74,69,66,1.0,1.8,2
D. Bobadilla,21,Paraguay,180,76,65,CM,64,58,61,65,63,68,69,71,62,65,1.0,1.8,4
F. Londoño,22,Colombia,180,82,65,ST,78,62,53,66,22,61,49,63,84,55,1.0,1.8,10
D. Eid,24,Norway,183,73,65,RB,78,55,57,59,57,68,80,68,61,46,1.0,1.83,8
B. Pierret,23,France,186,82,65,CDM,66,49,55,62,64,69,70,71,67,55,1.0,1.86,2
P. Lane,22,Northern Ireland,175,65,65,RW,77,61,61,67,53,49,74,40,82,64,0.0,1.75,9
L. Kehl,21,Germany,171,70,65,RW,69,62,61,68,39,56,53,59,86,63,1.0,1.71,9
M. Miljevic,22,United States,175,76,65,CAM,62,60,63,71,44,57,52,57,69,63,1.0,1.75,0
M. León,20,Chile,174,62,65,CM,65,56,59,66,59,65,79,67,72,61,1.0,1.74,4
P. Minissale,22,Argentina,179,72,65,CB,52,30,42,48,67,62,53,64,55,30,1.0,1.79,1
M. Steinwender,23,Austria,190,77,65,CB,45,29,44,40,66,72,65,77,39,31,1.0,1.9,1
D. Kopacz,24,Poland,180,73,65,RW,74,58,61,68,39,62,82,55,81,61,1.0,1.8,9
A. Fontana,23,United States,177,77,65,CAM,73,63,62,69,46,60,66,57,81,64,1.0,1.77,0
E. Toal,24,Northern Ireland,191,80,65,CB,51,31,42,52,64,74,67,83,33,37,1.0,1.91,1
H. Mahou,23,France,179,70,65,LW,84,62,59,63,39,54,62,56,72,57,1.0,1.79,7
B. Fleming,23,England,174,71,65,LB,73,36,57,64,60,57,62,54,74,45,0.0,1.74,6
M. Šverko,25,Croatia,187,81,65,CB,67,37,54,58,64,72,62,81,59,40,0.0,1.87,1
L. Badiashile,25,France,186,80,65,GK,52,64,64,42,66,67,42,67,42,45,1.0,1.86,5
D. Arzani,24,Australia,171,73,65,LW,83,59,58,72,34,61,62,59,87,58,1.0,1.71,7
B. Sabovic,25,Sweden,186,77,65,CDM,54,60,63,66,58,70,76,72,68,62,1.0,1.86,2
H. Lewis,25,England,191,77,65,GK,60,64,65,42,65,60,29,60,42,46,1.0,1.91,5
Iván Ayllón,22,Spain,176,68,65,ST,74,66,49,65,24,53,58,55,61,48,1.0,1.76,10
Ktatau,21,Brazil,180,74,65,CM,74,54,61,71,50,62,73,59,68,67,1.0,1.8,4
Y. Cheberko,25,Ukraine,177,66,65,CB,68,31,53,57,67,62,70,54,74,36,0.0,1.77,1
A. Mustafić,23,Bosnia and Herzegovina,186,80,65,CM,60,51,62,64,60,66,76,65,59,63,1.0,1.86,4
M. Rajović,23,Denmark,189,80,65,ST,77,64,53,59,26,65,52,75,62,54,1.0,1.89,10
Edi Semedo,24,Portugal,181,73,65,RW,86,52,55,66,24,42,55,38,76,54,1.0,1.81,9
S. Chader,23,France,178,73,65,RW,75,61,58,71,22,49,57,45,77,59,1.0,1.78,9
J. Evan's,24,France,180,70,65,LB,70,45,57,64,61,63,70,61,69,48,0.0,1.8,6
P. Mukairu,23,Nigeria,182,75,65,LW,85,57,56,68,32,61,59,65,78,56,1.0,1.82,7
D. Haruț,24,Romania,183,77,65,CB,72,41,60,58,64,71,72,71,69,54,1.0,1.83,1
D. Huiberts,23,Netherlands,186,82,65,CAM,72,49,62,71,60,70,75,70,75,65,1.0,1.86,0
O. Diakité,22,Mali,189,87,65,CDM,68,57,61,62,61,75,67,79,61,64,1.0,1.89,2
A. Linguet,23,France,176,69,65,RB,72,31,49,64,62,63,68,63,69,48,1.0,1.76,8
I. Atanga,23,Ghana,173,65,65,LW,90,60,54,67,28,57,65,55,87,54,1.0,1.73,7
N. Boujellab,24,Morocco,182,72,65,CAM,70,59,61,71,50,54,62,48,77,63,1.0,1.82,0
R. Boboc,24,Romania,174,67,65,RB,72,51,61,62,61,68,68,70,72,61,1.0,1.74,8
M. Freese,24,United States,191,88,65,GK,48,67,69,32,67,55,18,55,32,41,1.0,1.91,5
A. Jonjić,23,Germany,184,83,65,ST,76,62,57,70,31,61,60,64,81,62,1.0,1.84,10
Z. Morgan,23,Israel,184,78,65,LB,64,35,52,56,61,70,74,72,58,33,0.0,1.84,6
C. Cappis,23,United States,185,72,65,CM,68,49,62,66,59,67,72,64,64,61,0.0,1.85,4
K. Finnsson,23,Iceland,181,77,65,LB,72,53,59,60,61,69,67,71,68,57,0.0,1.81,6
G. Muscia,23,Argentina,181,78,65,CM,70,58,63,66,58,65,64,65,65,64,1.0,1.81,4
D. Owusu-Sekyere,23,Netherlands,184,77,65,LW,79,62,52,68,25,62,62,67,68,54,1.0,1.84,7
K. Melichenko,24,Ukraine,176,67,65,RB,69,42,55,59,61,60,65,57,59,44,1.0,1.76,8
B. Plat,23,Netherlands,191,82,65,RB,81,27,49,47,63,78,78,83,41,41,1.0,1.91,8
Y. Diaby,22,Guinea,184,76,65,LW,81,59,60,68,32,58,48,59,79,65,1.0,1.84,7
J. Gaudin,23,France,180,71,65,LB,68,55,59,65,60,58,69,51,70,56,0.0,1.8,6
Oier Luengo,25,Spain,185,82,65,CB,62,32,51,56,65,68,66,71,56,39,1.0,1.85,1
T. Zimmerschied,24,Germany,180,69,65,LW,72,61,61,68,36,58,75,53,77,65,1.0,1.8,7
J. Lewald,24,Germany,194,82,65,CB,61,31,41,51,65,73,65,82,52,36,1.0,1.94,1
M. Sulbarán,20,Venezuela,165,59,65,RW,77,52,60,66,40,46,58,38,69,56,1.0,1.65,9
M. Watai,23,Japan,168,64,65,RW,68,63,65,67,45,52,66,44,66,66,1.0,1.68,9
Jesús Bueno,24,Venezuela,178,74,65,CDM,58,50,62,60,64,65,55,71,65,65,1.0,1.78,2
L. Brochero,24,Argentina,172,70,65,RW,81,64,57,69,31,47,55,45,76,55,1.0,1.72,9
F. Myhre,24,Norway,180,75,65,CM,72,56,62,66,61,67,77,64,75,65,1.0,1.8,4
S. Guzmán,21,Bolivia,173,70,65,LW,70,56,61,64,56,55,81,47,73,62,0.0,1.73,7
T. Banega,24,Argentina,177,67,65,CM,69,60,65,69,48,61,67,60,73,61,1.0,1.77,4
J. Kade,24,Germany,182,73,65,CM,69,50,64,69,62,50,80,34,78,66,0.0,1.82,4
R. Oaidă,25,Romania,182,70,65,CM,75,61,61,64,66,70,79,62,79,63,1.0,1.82,4
A. Famewo,24,England,187,66,65,CB,72,22,38,48,64,75,69,79,61,33,0.0,1.87,1
M. Nicolas,25,Germany,193,89,65,GK,44,62,58,42,64,74,28,74,42,40,1.0,1.93,5
D. Anyembe,24,Kenya,189,77,65,RB,83,45,58,67,57,68,76,69,77,58,1.0,1.89,8
L. Lingman,25,Finland,178,72,65,CM,64,55,66,71,52,57,72,52,82,65,0.0,1.78,4
R. McCrorie,25,Scotland,189,80,65,GK,48,64,63,31,65,61,33,61,31,38,1.0,1.89,5
J. Deom,24,Belgium,175,65,65,CM,72,51,64,70,58,49,70,32,81,67,1.0,1.75,4
J. Penrice,24,Scotland,177,73,65,LB,78,50,59,62,59,63,73,59,77,57,0.0,1.77,6
T. Svendsen,23,Norway,172,66,65,LW,80,54,59,67,53,69,68,68,78,60,1.0,1.72,7
I. Lidberg,24,Sweden,186,83,65,ST,81,60,51,60,39,81,85,83,61,54,1.0,1.86,10
A. Jaunzems,24,Latvia,179,76,65,RB,75,60,60,65,56,66,79,67,72,58,1.0,1.79,8
Paulo Victor,22,Brazil,180,70,65,ST,74,62,56,68,35,60,72,59,65,58,0.0,1.8,10
W. Tchimbembé,25,Congo,180,76,65,CM,85,62,63,64,57,67,73,70,77,64,0.0,1.8,4
Rafael Navarro,23,Brazil,183,84,65,ST,70,65,50,64,22,62,66,71,66,48,1.0,1.83,10
L. Duijvestijn,24,Netherlands,183,75,65,CAM,68,61,62,67,40,52,72,43,57,63,1.0,1.83,0
Alfon,24,Spain,172,63,65,LW,76,64,59,67,32,56,56,56,70,62,1.0,1.72,7
T. Rönning,24,Sweden,201,88,65,GK,41,65,65,29,64,59,45,59,29,45,1.0,2.01,5
S. Farhan,26,Saudi Arabia,175,72,65,CDM,63,42,51,57,62,78,80,77,65,53,1.0,1.75,2
Y. Clementia,25,France,188,80,65,GK,52,63,63,44,66,65,29,65,44,32,1.0,1.88,5
Dai Weijun,23,China PR,177,68,65,CM,73,65,65,72,46,61,75,60,80,64,1.0,1.77,4
A. Collins,23,England,175,63,65,CM,71,57,62,66,61,69,90,63,83,63,1.0,1.75,4
B. Taz,24,Germany,175,72,65,CAM,73,61,61,70,31,58,65,61,87,64,1.0,1.75,0
T. Børkeeiet,24,Norway,188,81,65,CDM,54,51,58,60,63,73,73,76,58,58,1.0,1.88,2
C. Ehlich,24,Germany,170,68,65,LB,71,43,58,63,57,54,74,49,82,58,1.0,1.7,6
J. Anziani,24,France,175,77,65,CM,60,54,67,66,59,55,53,56,64,67,1.0,1.75,4
B. House,23,Scotland,180,74,65,ST,67,65,48,61,45,77,84,73,60,57,1.0,1.8,10
G. Roemeratoe,23,Curacao,178,74,65,CDM,70,44,59,62,64,72,74,71,69,57,1.0,1.78,2
Mascarenhas,24,Brazil,180,78,65,LB,73,48,56,65,62,58,60,57,74,52,0.0,1.8,6
G. Merloi,23,Romania,170,65,65,RW,78,61,60,69,39,60,70,55,84,59,0.0,1.7,9
L. Freestone,23,England,187,74,65,CB,71,33,51,59,62,73,61,77,67,46,0.0,1.87,1
N. Schiappacasse,24,Uruguay,182,73,65,ST,68,64,59,69,31,56,34,73,67,65,1.0,1.82,10
A. Vlad,24,Romania,190,85,65,GK,56,68,71,48,65,44,33,44,48,52,1.0,1.9,5
G. Simion,25,Romania,179,75,65,CDM,76,47,58,61,63,71,76,68,69,54,1.0,1.79,2
R. Cordano,24,Bolivia,185,74,65,GK,48,62,62,38,64,45,32,45,38,52,1.0,1.85,5
Yan Dinghao,25,China PR,180,74,65,CM,66,57,63,66,55,66,80,64,76,73,1.0,1.8,4
D. Politic,23,Romania,185,78,65,LW,75,62,57,68,31,60,53,63,82,58,1.0,1.85,7
B. Wiredu,23,England,191,86,65,CB,79,56,59,65,62,78,83,78,73,59,1.0,1.91,1
L. Ihorst,23,Germany,190,89,65,ST,79,62,50,59,29,72,60,81,46,54,1.0,1.9,10
S. Essende,25,France,192,87,65,ST,72,63,45,59,25,74,58,85,61,41,1.0,1.92,10
X. Emmers,23,Belgium,178,74,65,CM,71,57,64,66,58,66,75,62,72,64,1.0,1.78,4
A. Ciss,23,Senegal,186,65,65,LW,81,59,60,67,51,75,90,72,89,63,1.0,1.86,7
S. Guðjohnsen,25,Iceland,189,80,65,ST,47,64,47,62,33,72,53,81,50,52,0.0,1.89,10
D. Jastrzembski,23,Germany,177,77,65,LW,88,57,61,65,35,60,60,64,75,54,0.0,1.77,7
Y. Roche,25,Benin,182,78,65,CB,56,31,42,49,64,75,79,76,59,31,1.0,1.82,1
A. Danzi,24,Italy,175,75,65,CM,60,47,66,66,60,59,58,57,62,71,1.0,1.75,4
M. Sivis,25,France,173,73,65,RB,74,58,60,64,61,66,62,69,65,56,1.0,1.73,8
Rafael Santos,25,Brazil,184,78,65,CB,60,26,43,43,65,66,60,71,45,25,0.0,1.84,1
I. Vekič,25,Slovenia,192,86,65,GK,50,67,69,31,65,60,35,60,31,29,1.0,1.92,5
A. Boudah,23,Sweden,186,76,65,LW,71,60,60,68,41,62,67,62,80,61,1.0,1.86,7
J. Mercado,26,Bolivia,177,74,65,CDM,69,62,57,65,67,67,83,63,72,65,1.0,1.77,2
L. Magnino,25,Italy,185,82,65,CDM,74,53,61,62,62,70,66,70,62,63,1.0,1.85,2
K. Tsunemoto,24,Japan,175,69,65,RB,67,43,55,59,63,55,72,43,76,56,1.0,1.75,8
S. Drljača,24,Germany,192,92,65,GK,50,58,55,38,66,78,30,78,38,43,1.0,1.92,5
A. Ghion,23,Italy,177,70,65,CM,61,45,65,66,59,56,60,50,57,70,1.0,1.77,4
D. Ouédraogo,24,Burkina Faso,185,81,65,CB,65,33,50,52,65,68,61,73,43,46,0.0,1.85,1
M. Jensen,26,Denmark,195,85,65,CB,47,50,46,54,62,78,66,89,50,42,1.0,1.95,1
E. Hernández,25,Uruguay,190,73,65,CB,34,26,39,46,67,69,63,73,52,39,1.0,1.9,1
D. Mândroiu,24,Republic of Ireland,180,73,65,RW,64,64,64,67,51,61,63,62,73,67,1.0,1.8,9
D. Ajiboye,24,England,170,70,65,RW,91,56,55,67,38,68,79,73,92,56,1.0,1.7,9
A. Scully,24,Republic of Ireland,173,66,65,LW,81,61,58,68,34,56,80,48,91,61,1.0,1.73,7
L. Rajot,25,France,179,68,65,CM,73,52,64,66,62,61,71,69,79,59,0.0,1.79,4
E. Hamilton,24,Scotland,187,75,65,CM,61,64,63,65,60,78,84,76,63,62,0.0,1.87,4
S. George,25,England,191,79,65,GK,54,60,60,48,66,65,34,65,48,45,1.0,1.91,5
J. Pantemis,26,Canada,188,77,65,GK,51,58,54,27,66,60,30,60,27,40,0.0,1.88,5
A. Jung,25,France,190,85,65,ST,56,65,46,62,30,76,70,87,57,41,1.0,1.9,10
K. Jakob,25,Germany,183,72,65,LB,80,40,57,62,57,63,64,61,69,41,0.0,1.83,6
Vitó,25,Portugal,180,67,65,CM,68,61,60,66,57,68,65,72,71,66,0.0,1.8,4
T. Lowery,25,England,168,75,65,CM,76,56,62,70,58,52,84,34,92,67,1.0,1.68,4
S. Schreck,24,Germany,180,63,65,CM,64,49,63,68,59,48,73,37,76,65,1.0,1.8,4
M. Schubert,25,Germany,187,82,65,GK,54,62,62,44,64,56,28,56,44,52,1.0,1.87,5
E. Bonds,23,Guyana,188,74,65,CDM,65,50,58,62,62,75,71,77,62,59,1.0,1.88,2
A. Ciobanu,25,Romania,176,67,65,CAM,70,65,67,67,34,53,56,53,75,66,1.0,1.76,0
M. McGuane,24,England,178,73,65,CDM,75,47,62,68,58,71,82,68,78,64,1.0,1.78,2
C. Slattery,24,England,177,79,65,CDM,68,57,59,64,60,73,75,72,70,58,1.0,1.77,2
A. May,25,England,182,73,65,CDM,72,62,63,64,59,68,83,64,68,64,1.0,1.82,2
S. McWilliams,24,England,180,69,65,CDM,69,52,57,61,61,74,72,71,67,58,1.0,1.8,2
L. Boeder,26,Germany,185,80,65,CB,65,31,53,57,64,73,73,76,56,42,1.0,1.85,1
C. Trueman,27,England,186,74,65,GK,57,62,60,39,66,40,35,40,39,37,1.0,1.86,5
Wallisson,25,Brazil,184,73,65,CM,73,53,62,63,64,66,76,64,65,63,1.0,1.84,4
P. Riveros,25,Paraguay,185,78,65,CB,66,25,42,55,65,68,72,69,40,30,1.0,1.85,1
Dida,25,Brazil,197,87,65,GK,46,61,58,30,65,74,24,74,30,32,1.0,1.97,5
H. Teklab,24,Germany,174,70,65,RW,73,61,65,66,36,56,61,54,78,70,1.0,1.74,9
Bak Jae Yong,23,Korea Republic,193,88,65,ST,66,65,40,59,25,75,68,82,47,48,1.0,1.93,10
J. Camargo,25,Venezuela,183,82,65,GK,46,64,65,45,65,45,40,45,45,35,1.0,1.83,5
T. Hamer,23,England,188,80,65,RB,70,48,57,60,60,82,87,79,62,57,1.0,1.88,8
B. Webster,32,England,191,88,65,CB,50,39,45,43,63,75,53,86,46,42,1.0,1.91,1
Aquino,28,Spain,178,68,65,ST,72,66,59,73,25,52,48,56,71,59,0.0,1.78,10
A. Dyer,29,Montserrat,177,74,65,CM,70,59,60,62,58,72,91,63,75,63,1.0,1.77,4
Adrià Gallego,29,Spain,184,75,65,RB,77,39,54,53,61,72,82,71,73,51,1.0,1.84,8
I. Ouédraogo,30,Burkina Faso,179,78,65,ST,83,64,46,68,22,68,69,71,74,47,1.0,1.79,10
S. Scheimann,31,Israel,181,76,65,LB,69,62,61,63,61,73,80,69,63,51,0.0,1.81,6
A. Bruno,35,Italy,180,70,65,CM,41,48,62,62,62,68,70,72,61,65,1.0,1.8,4
M. Pfitzner,34,Germany,183,81,65,CDM,47,61,58,57,63,74,75,72,68,52,1.0,1.83,2
E. Tønne,28,Norway,180,75,65,LW,73,58,65,65,56,69,75,70,73,69,0.0,1.8,7
M. Doughty,26,Wales,185,81,65,CM,63,60,66,65,53,70,76,70,74,69,0.0,1.85,4
Fran Cruz,28,Spain,184,73,65,CB,56,36,50,50,61,77,78,78,66,47,1.0,1.84,1
T. Öztürk,29,Germany,191,87,65,CDM,46,43,54,53,65,76,71,84,53,51,1.0,1.91,2
P. Salomon,31,Austria,179,70,65,CM,61,56,60,63,59,71,78,69,69,64,1.0,1.79,4
V. Prodell,31,Sweden,190,86,65,ST,71,61,48,58,29,68,61,82,57,57,1.0,1.9,10
J. Jervis,27,England,191,82,65,ST,83,60,53,63,34,69,80,70,69,54,1.0,1.91,10
E. Alexander,31,United States,185,75,65,CDM,58,59,64,64,58,69,74,70,61,62,1.0,1.85,2
G. Kuświk,32,Poland,181,75,65,ST,68,62,56,64,30,67,75,67,70,46,1.0,1.81,10
A. Matuszczyk,30,Poland,183,73,65,CDM,62,62,63,65,63,64,71,61,70,65,1.0,1.83,2
Q. Amarikwa,31,United States,175,81,65,ST,73,61,55,66,28,71,58,75,78,59,1.0,1.75,10
Yazalde,30,Guinea Bissau,180,75,65,ST,62,64,62,62,31,74,65,82,71,65,1.0,1.8,10
S. Ringstad,27,Norway,188,80,65,LB,74,56,61,65,61,73,72,73,67,62,0.0,1.88,6
M. Minesso,29,Italy,173,70,65,CAM,77,61,59,69,31,57,71,57,78,63,0.0,1.73,0
W. Lefèvre,27,Canada,185,79,64,CB,49,31,52,42,63,67,53,74,41,39,1.0,1.85,1
O. Noguera,30,Paraguay,172,70,64,RB,64,31,48,51,62,56,63,57,62,34,1.0,1.72,8
Y. Minami,40,Japan,185,78,64,GK,45,63,63,23,64,71,18,71,23,58,1.0,1.85,5
Marc Castells,30,Spain,185,80,64,CDM,58,43,54,49,64,72,66,77,55,52,1.0,1.85,2
N. Koffi,20,France,187,81,64,ST,74,65,53,63,23,53,56,61,59,60,1.0,1.87,10
I. Gharbi,18,Spain,167,58,64,LW,68,55,60,72,40,38,33,35,80,64,1.0,1.67,7
K. Sentić,21,Croatia,193,82,64,GK,49,62,59,34,62,64,31,64,34,56,1.0,1.93,5
B. Oddei,19,Italy,175,55,64,RW,65,64,57,72,35,38,43,34,70,55,0.0,1.75,9
T. Lecanda,20,Argentina,183,73,64,CB,65,44,51,53,64,64,55,69,55,50,1.0,1.83,1
A. Assal,20,Morocco,162,62,64,CAM,82,59,61,68,37,52,72,33,92,62,1.0,1.62,0
I. Bamba,20,Côte d'Ivoire,184,68,64,CDM,65,46,58,60,60,65,78,56,57,57,1.0,1.84,2
Alberto Moreno,20,Spain,175,69,64,CM,67,60,63,68,53,55,54,55,70,65,1.0,1.75,4
D. Redzic,19,Hungary,172,62,64,ST,83,65,50,68,24,51,61,52,87,54,1.0,1.72,10
M. Flores,18,Mexico,163,65,64,LW,77,57,60,67,34,42,57,32,83,63,1.0,1.63,7
Y. Lagha,18,Algeria,185,78,64,ST,70,64,49,63,22,60,55,69,68,52,1.0,1.85,10
K. Andrade,17,Venezuela,168,61,64,CAM,73,59,60,65,46,51,48,55,76,64,1.0,1.68,0
E. Tallig,22,Germany,178,73,64,CM,73,59,64,69,51,64,83,60,85,60,0.0,1.78,4
David Alba,23,Spain,188,77,64,CB,36,22,42,40,66,59,35,70,31,26,1.0,1.88,1
B. Poveda,18,Bolivia,181,73,64,GK,56,64,61,49,65,68,45,68,49,37,0.0,1.81,5
Dani Lorenzo,19,Spain,176,68,64,CM,56,52,63,65,59,56,56,51,51,65,1.0,1.76,4
K. Testud,31,France,180,66,64,RW,63,59,63,64,45,49,44,57,60,56,1.0,1.8,9
A. Marafee,31,Qatar,165,60,64,CM,63,35,62,68,61,55,86,38,75,63,1.0,1.65,4
G. Lunetta,26,Italy,186,80,64,LW,72,58,60,62,38,70,73,69,67,63,0.0,1.86,7
A. Gabrielloni,28,Italy,178,79,64,ST,71,63,46,62,25,59,65,65,65,53,1.0,1.78,10
Rodrigo Henrique,29,Brazil,180,77,64,CAM,76,57,59,67,28,58,74,58,69,65,1.0,1.8,0
K. Onsrud,28,Norway,186,80,64,CM,53,57,58,61,57,71,77,74,48,63,0.0,1.86,4
P. Vaitsiakhovich,33,Belarus,194,83,64,GK,52,61,59,45,65,64,33,64,45,46,1.0,1.94,5
P. Petrescu,30,Romania,176,72,64,RW,79,60,62,63,50,57,60,57,76,57,1.0,1.76,9
H. Bilazer,28,Turkey,170,72,64,RB,71,44,56,65,61,59,64,57,69,43,1.0,1.7,8
R. Pedrozo,26,Paraguay,181,68,64,LB,69,37,52,55,61,57,66,55,55,36,1.0,1.81,6
F. Abastoflor,30,Bolivia,169,62,64,ST,75,64,58,67,27,56,61,57,72,64,1.0,1.69,10
L. Hurtado,29,Bolivia,180,74,64,CM,65,59,66,61,58,60,70,58,72,65,0.0,1.8,4
L. Giudici,31,Italy,179,66,64,LW,69,57,60,64,39,51,55,53,59,64,1.0,1.79,7
L. Angelini,28,Argentina,180,78,64,LB,70,48,51,58,62,60,68,57,55,56,0.0,1.8,6
L. Pinzauti,28,Italy,181,73,64,ST,62,64,49,63,27,59,54,63,55,56,1.0,1.81,10
P. Hobsch,28,Germany,183,80,64,ST,71,65,48,61,26,68,72,74,68,53,1.0,1.83,10
R. Cáceres,31,Paraguay,180,75,64,RB,71,45,57,60,59,60,64,55,61,41,1.0,1.8,8
E. Arauz,33,Bolivia,180,76,64,GK,47,60,60,38,64,56,22,56,38,33,1.0,1.8,5
A. Liljenbäck,28,Sweden,183,83,64,RB,72,41,55,59,60,73,76,75,65,54,1.0,1.83,8
L. Arce,29,Ecuador,175,68,64,CDM,68,58,60,64,64,61,55,63,67,65,1.0,1.75,2
I. Antón,35,Venezuela,180,85,64,ST,53,67,62,60,40,69,63,77,60,68,1.0,1.8,10
J. Gallagher,27,Republic of Ireland,175,71,64,LB,80,58,58,64,54,61,79,57,75,57,1.0,1.75,6
J. Scherzer,27,Austria,185,76,64,LB,65,42,58,62,62,66,59,70,64,52,0.0,1.85,6
C. Flores,35,Venezuela,175,78,64,CDM,60,63,65,67,57,66,67,69,70,69,0.0,1.75,2
J. Ruiz Gomez,29,Argentina,169,70,64,ST,62,65,52,64,30,56,63,63,59,50,1.0,1.69,10
T. Huk,28,Slovakia,184,77,64,CB,58,29,47,44,65,63,48,72,44,35,1.0,1.84,1
K. Djoco,27,France,186,80,64,ST,60,64,55,62,27,62,63,73,54,59,1.0,1.86,10
A. Paananen,30,Finland,168,65,64,CM,62,54,60,62,60,63,78,56,66,58,1.0,1.68,4
T. Deniz,29,Germany,184,72,64,CAM,72,60,63,65,44,61,72,57,73,63,1.0,1.84,0
Gonçalo Gregório,28,Portugal,184,78,64,ST,74,63,60,64,26,75,64,76,68,62,1.0,1.84,10
J. Iredale,27,Australia,184,70,64,LB,72,42,53,57,61,74,71,72,62,49,0.0,1.84,6
Tiri,31,Spain,186,84,64,CB,60,38,53,50,62,75,69,83,40,48,0.0,1.86,1
I. Vînă,28,Romania,180,73,64,CM,72,61,60,67,62,70,79,64,77,63,0.0,1.8,4
C. Belu-Iordache,29,Romania,185,78,64,RB,72,47,58,57,61,74,70,73,69,55,1.0,1.85,8
C. Bărbuț,28,Romania,166,60,64,RW,93,58,54,66,30,57,73,46,90,54,1.0,1.66,9
G. Vașvari,36,Romania,179,71,64,CDM,51,59,61,61,61,67,58,71,65,64,1.0,1.79,2
P. Sohm,31,Germany,188,77,64,ST,71,61,57,63,26,74,78,82,67,59,1.0,1.88,10
